#miRNA,paciente 137,paciente 139,paciente 140,paciente 190,paciente 252,paciente 407,paciente 411,paciente 422,paciente 142 RI,paciente 162,paciente 173,paciente 187,paciente 210,paciente 297,paciente 414,paciente 457,paciente 258,paciente 260
hsa-miR-19a-3p73,6.461393223108513,7.765424411514028,8.190278179357268,7.908731383660864,3.795681391372157,4.902931371843891,6.070942907259386,6.641389432252119,7.224262172280099,7.8935924186718145,8.085190954059314,9.895630416572663,7.929052849687891,6.659812049548942,2.017635630994862,7.954836518190594,4.064709274527432,7.298072078311742
hsa-miR-19a-5p90,0.0,0.0,0.0,1.6991112242485213,0.0,0.0,0.13258791866733297,0.0,0.0,0.4047539990732042,0.0,0.0,0.0,0.4444172781120245,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p91,0.0,0.0,0.5112271301933906,0.0,1.3845455735250263,0.5694712925392649,0.13258791866733297,0.15063083186922394,0.32295515556738064,0.4624087277531227,0.0,0.5750463990158317,0.42063333262233404,0.0,0.0,1.832171497048725,0.0,0.0
hsa-miR-19b-2-5p92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p74,9.459085466873134,10.915598624700921,11.496384668501129,11.411114229063433,6.5856074532779605,8.102298451194965,9.335452097626282,9.674582531948131,10.62763421496424,10.287624974592923,10.814825964189787,12.747304479732462,11.054748693438505,10.164289990031689,6.719050308444599,11.352871843884504,9.607020163232457,10.3488760068289
hsa-miR-200a-3p82,0.0,1.20132029418822,0.278140598796559,1.0864470442315177,0.0,0.31265334495239655,0.2540096302106309,1.0707653947008513,0.0,0.5712348133386613,0.0,0.0,0.7459085387764137,0.4444172781120245,0.0,0.0,0.0,0.0
hsa-miR-200a-5p20,0.5747668150485923,0.722247484984345,0.0,0.0,0.0,0.0,0.2540096302106309,0.9110687262642632,0.32295515556738064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p18,0.5747668150485923,2.8641202442786478,0.7118410882833325,0.0,0.0,2.6607862593423643,0.9727545232950863,2.7955501073701083,0.32295515556738064,2.454204048470024,0.0,0.5750463990158317,0.7459085387764137,0.6240040701051197,1.2358486045112058,0.0,0.0,0.0
hsa-miR-200b-5p71,0.0,0.28283517554869986,0.0,0.0,0.0,0.0,0.13258791866733297,0.15063083186922394,0.0,0.0,0.0,0.31598661638004355,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p17,0.0,1.450309597489458,0.0,1.0864470442315177,0.0,1.6120757030755608,0.2540096302106309,0.9110687262642632,0.0,1.583594229638531,0.0,0.0,0.7459085387764137,0.0,0.4209400286562411,0.0,0.0,0.0
hsa-miR-200c-5p57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p11,0.0,0.28283517554869986,0.0,0.0,0.0,0.16477972546636083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p10,0.0,0.28283517554869986,0.5112271301933906,0.0,0.0,0.31265334495239655,0.0,0.15063083186922394,0.32295515556738064,0.7204766246334025,0.0,0.0,0.7459085387764137,0.23925405596895064,0.0,0.0,0.0,0.0
hsa-miR-203a-3p64,2.8802304412416793,5.990786779800736,3.7821841185758,2.4578614489131496,2.5441616852662294,2.4848616235446594,4.36039648062708,6.296248094431408,4.326800134250541,2.240139136578501,1.6348807156969378,1.9775921506791199,3.1897234608158676,3.9135893874293655,1.891573491134701,3.118057090908765,0.0,0.0
hsa-miR-203a-5p90,0.0,0.0,0.0,0.0,0.0,0.16477972546636083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32295515556738064,0.07584364767094302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-5p13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p93,0.0,0.0,0.0,0.0,0.0,0.0,0.2540096302106309,0.15063083186922394,0.0,0.2165251141140095,0.0,0.0,0.0,0.0,0.4209400286562411,1.832171497048725,0.0,0.0
hsa-miR-204-5p65,6.259610910671009,5.691548290218317,6.0034089427046595,5.207585944435091,8.385671279039501,7.284231707685397,5.801444239444441,6.106511211737266,6.52470846718082,7.892281927917299,5.564488276949197,6.020350209870754,5.703648049222922,6.790151285106913,9.147546187856307,4.662598524630802,4.620643871252171,4.7582324324614875
hsa-miR-205-3p97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p66,2.6180237367203136,7.245476817422027,3.0407966619521885,2.4578614489131496,1.3845455735250263,2.3544033235849664,3.6047801922365657,7.012386832348822,4.271648606362471,2.5636278414466154,1.037599650839686,2.729409592351321,1.4289865954868435,0.4444172781120245,2.8947581072945594,4.425312224538647,0.0,0.0
hsa-miR-205277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208a-3p41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208a-5p74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-5p22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p93,0.0,0.5192064456975141,0.0,0.0,0.0,0.7874069294095042,0.2540096302106309,0.0,0.5866738625410685,2.1376881456352113,0.0,0.0,0.7459085387764137,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p75,6.357583224152441,5.889009205250219,7.471542907717611,7.935462326855592,2.89599824581493,8.10420277747234,7.4641401563324274,6.6477373322515945,6.164927749223344,9.86226095963105,4.157443929352311,5.292729456705414,5.49207599613131,6.357404252705258,4.137600292708853,4.86631396737842,0.0,0.0
hsa-miR-20b-3p52,0.0,0.0,0.0,0.0,0.0,0.16477972546636083,0.0,0.0,0.0,0.2165251141140095,0.0,0.0,0.0,0.23925405596895064,0.0,0.0,0.0,0.0
hsa-miR-20b-5p13,4.274550647903045,3.3664039730844797,5.471731203705991,4.552751248744379,0.0,6.046474924372073,5.261089421152013,4.371544912958892,3.559281141737608,7.494785273414732,4.318357945436891,5.170540589722236,2.339758890129771,4.092039504302794,3.3904460498498254,4.032485018547736,0.0,4.7582324324614875
hsa-miR-21-3p94,7.858068823907702,7.966193160384032,8.092519512970538,7.306431818950214,6.377744114995612,2.093175629962833,7.30111845378,5.63993562413734,8.166242007528163,4.2623063938203005,5.071980997455749,3.902765632555459,6.745421793713466,9.0096886809549,4.1651063900732455,6.3056449756360005,6.3159634509777,6.52699767305371
hsa-miR-21-5p76,12.860982001226633,14.107021936238983,12.940050298436327,13.0521552140631,10.194907218407804,11.128744363984033,12.193576016654216,13.210288425677582,13.507648625445945,13.293122871536733,12.175218525924166,12.22478443569258,14.259139332407434,13.221105176251793,12.610380763138659,12.5665487995396,10.508184744125717,14.616859901974848
hsa-miR-210-3p67,6.3138732832896345,5.531878037170294,6.296646665818375,6.231725871009594,4.345592570328081,5.553915392305601,6.243988698782628,5.078794037781443,6.418695889265132,6.676115226176146,6.003794733635563,6.69484490256653,6.313526772791269,6.282491925098481,5.403729624536641,8.883173623007707,8.025752939377924,7.173374335951072
hsa-miR-210-5p75,0.9846793233009268,0.5192064456975141,0.8879338186128505,1.0864470442315177,0.0,2.0089431580697186,0.743134835692925,0.41160439485596867,0.5866738625410685,1.7548859863864006,0.0,0.31598661638004355,0.7459085387764137,1.0581731743895415,1.2358486045112058,1.1892635555913271,0.0,0.0
hsa-miR-211-3p94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15063083186922394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p68,2.1460220067408575,1.331179808303492,2.7529704922005815,1.6991112242485213,2.5441616852662294,5.433868254388325,1.231197569063492,3.517930872868699,2.0038477132660213,1.7079850325064554,0.0,1.7860220422669109,2.893708854650015,1.9583285986501655,2.604544404880197,1.832171497048725,0.0,0.0
