sample,paciente 137,paciente 139,paciente 140,paciente 190,paciente 252,paciente 407,paciente 411,paciente 422,paciente 142 ,paciente 162,paciente 173,paciente 187,paciente 210,paciente 258,paciente 260,paciente 297,paciente 414,paciente 457
hsa-miR-445375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-445476,9,4,9,0,3,260,19,23,17,57,3,45,11,0,0,12,1,22
hsa-miR-445577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-445678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-445779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-445880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446794,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
hsa-miR-446895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-446996,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-447097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-447198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-447299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-447300,0,0,0,0,0,4,0,1,0,5,0,0,0,0,0,1,2,0
hsa-miR-4474-3p01,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0
hsa-miR-4474-5p34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-447502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-447603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4477a04,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4477b05,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
hsa-miR-447806,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
hsa-miR-447911,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,2,0
hsa-miR-448014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-448115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4482-3p58,0,1,3,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0
hsa-miR-448317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-44832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-448418,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,4
hsa-miR-4485-3p19,179,189,564,1,10,7,7,34,183,44,5,7,0,0,2,383,13,62
hsa-miR-4485-5p16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hsa-miR-448620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-448721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-448822,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
hsa-miR-448923,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449126,0,0,1,0,1,0,1,0,0,0,2,3,1,4,0,1,1,0
hsa-miR-449227,3,3,1,0,2,5,0,2,0,3,2,2,1,1,2,0,1,35
hsa-miR-449328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-449732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449833,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449a41,1,1,0,0,0,1,1,0,0,3,0,1,0,0,0,1,0,0
hsa-miR-449b-3p03,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
hsa-miR-449b-5p27,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-449c-3p71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449c-5p51,3,1,5,0,0,3,3,2,1,8,0,0,0,0,0,2,1,0
hsa-miR-450036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-450137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450339,0,1,1,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0
hsa-miR-450440,1,0,2,0,0,1,4,4,3,2,0,1,0,0,0,1,1,0
hsa-miR-450541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hsa-miR-450642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450744,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4
hsa-miR-450845,2,2,0,0,0,4,0,0,0,36,0,1,0,10,5,1,0,9
hsa-miR-450946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450a-1-3p00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450a-2-3p74,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,1,0
hsa-miR-450a-5p45,18,19,29,2,0,55,22,30,40,336,0,23,16,1,13,22,3,1
hsa-miR-450b-3p10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450b-5p09,15,14,9,9,0,47,25,29,12,647,1,33,6,0,6,10,3,7
hsa-miR-451047,4,5,3,4,8,24,6,3,2,22,0,0,1,0,0,4,2,1
hsa-miR-451148,0,1,0,0,0,8,1,2,1,18,0,0,0,0,0,1,0,0
hsa-miR-451249,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451653,0,0,1,0,0,1,2,0,0,3,0,3,0,7,1,1,0,12
hsa-miR-451754,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-451855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
hsa-miR-451a31,78173,85544,175842,42670,2820,469466,327404,167057,57937,3137770,4587,126452,22355,252,271,185512,36396,9812
hsa-miR-451b40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-452-3p36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-452-5p35,1121,840,977,263,103,2110,1575,1569,1290,3588,112,1106,1138,28,13,1843,268,516
hsa-miR-4520-2-3p00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4520-3p57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4520-5p35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-452158,4,2,3,1,0,15,5,9,2,22,0,4,3,1,0,5,0,5
hsa-miR-452260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-452361,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3
hsa-miR-4524a-3p63,3,2,0,0,0,28,9,3,6,36,0,0,1,0,0,6,1,0
hsa-miR-4524a-5p62,0,0,3,1,0,19,0,1,0,20,0,0,1,0,0,0,2,1
hsa-miR-4524b-3p56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4524b-5p55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-452564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-452665,0,0,0,0,0,3,0,1,0,2,0,1,1,0,0,0,0,0
hsa-miR-452766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-452867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-3p68,1,2,7,0,0,2,2,3,2,1,3,9,5,7,4,6,0,5
hsa-miR-4529-5p36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4536-3p59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-4536-5p78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-453780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-453982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-454-3p85,136,122,238,61,6,755,543,289,90,6740,7,156,66,1,1,115,31,25
hsa-miR-454-5p84,34,27,58,5,10,39,148,66,28,175,1,2,32,0,0,26,27,1
hsa-miR-454083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-455-3p84,17,18,28,19,1,369,88,43,33,368,5,31,8,0,0,35,33,4
hsa-miR-455-5p50,67,106,137,55,0,200,95,85,89,626,49,250,64,1,10,81,16,57
hsa-miR-4632-3p88,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
hsa-miR-4632-5p77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4633-3p90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4633-5p89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-463491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-463592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-463693,0,0,0,0,0,6,2,0,1,5,0,0,1,0,0,0,0,0
hsa-miR-463794,0,0,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0
hsa-miR-4638-3p96,0,1,0,2,1,1,0,0,0,9,0,0,0,0,0,0,0,1
hsa-miR-4638-5p95,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4639-3p98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4639-5p97,0,0,1,0,0,0,2,1,0,10,0,0,2,0,0,0,0,0
hsa-miR-4640-3p00,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4640-5p99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-464101,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-464202,1,0,0,0,0,0,2,0,1,3,0,0,0,0,0,2,0,0
hsa-miR-464303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-464404,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-4645-3p06,1,1,2,0,0,1,9,1,4,14,1,0,1,1,0,8,0,1
hsa-miR-4645-5p05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4646-3p08,2,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,1,0
hsa-miR-4646-5p07,1,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,1,0
hsa-miR-464709,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3
hsa-miR-464810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4649-3p12,0,0,0,1,0,2,0,1,1,1,0,3,0,1,0,1,0,3
hsa-miR-4649-5p11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4650-3p14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4650-5p13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-465115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4652-3p17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4652-5p16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4653-3p19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4653-5p18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-465420,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
hsa-miR-4655-3p22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4655-5p21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-465623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-465724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-465825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4659a-3p27,0,0,1,1,0,7,1,0,0,11,0,0,0,0,0,0,0,0
hsa-miR-4659a-5p26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
hsa-miR-4659b-3p34,0,0,0,0,0,3,0,1,0,11,0,0,0,0,0,0,0,0
hsa-miR-4659b-5p33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-46602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-466028,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
hsa-miR-4661-3p30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4661-5p29,10,3,3,0,5,1,22,8,6,6,0,2,1,0,0,16,1,0
hsa-miR-4662a-3p32,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0
hsa-miR-4662a-5p31,10,11,5,2,2,45,11,15,4,159,0,1,3,0,0,6,1,0
hsa-miR-4662b36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-466335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4664-3p38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
hsa-miR-4664-5p37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4665-3p40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4665-5p39,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
hsa-miR-4666a-3p42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4666a-5p41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4666b85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4667-3p44,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0
hsa-miR-4667-5p43,3,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,1
hsa-miR-4668-3p46,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-4668-5p45,0,2,1,1,1,1,1,1,1,4,0,0,2,0,0,0,0,3
hsa-miR-466949,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4670-3p51,0,2,2,0,2,4,1,1,0,4,0,1,1,0,0,1,0,0
hsa-miR-4670-5p50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4671-3p53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4671-5p52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-467254,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-467355,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-467456,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
hsa-miR-467557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4676-3p59,1,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
hsa-miR-4676-5p58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4677-3p61,65,61,35,8,8,32,121,151,43,130,7,103,39,2,0,76,29,5
hsa-miR-4677-5p60,0,1,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,1
hsa-miR-467862,1,2,1,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0
hsa-miR-467963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4680-3p65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4680-5p64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-468166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-468267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-468368,0,1,0,0,0,1,0,1,3,1,1,0,1,0,0,1,0,0
hsa-miR-4684-3p70,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
hsa-miR-4684-5p69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4685-3p72,10,6,7,0,1,29,16,6,4,47,0,2,5,0,0,5,9,8
hsa-miR-4685-5p71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-468673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4687-3p75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4687-5p74,1,2,1,0,0,2,4,0,1,4,0,0,0,0,0,1,0,0
hsa-miR-468877,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-468978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4690-3p80,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2
hsa-miR-4690-5p79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4691-3p82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-4691-5p81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-469283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4693-3p85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4693-5p84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4694-3p87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4694-5p86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4695-3p89,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4695-5p88,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0
hsa-miR-469690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4697-3p92,0,0,1,0,0,10,2,4,0,2,1,3,2,0,0,1,0,0
hsa-miR-4697-5p91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-469893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4699-3p95,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
hsa-miR-4699-5p94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4700-3p97,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
hsa-miR-4700-5p96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4701-3p99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4701-5p98,0,0,1,0,0,0,0,2,2,3,0,1,1,0,0,0,0,1
hsa-miR-4703-3p02,1,0,0,0,0,4,2,2,0,5,1,3,4,0,0,0,0,0
hsa-miR-4703-5p01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4704-3p04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4704-5p03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-470505,0,3,2,0,0,3,3,6,3,7,1,4,9,0,0,1,0,1
hsa-miR-470606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4707-3p08,0,0,1,0,0,0,9,0,0,46,0,1,0,0,0,1,1,3
hsa-miR-4707-5p07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-4708-3p10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4708-5p09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4709-3p12,2,0,1,0,0,1,4,2,0,2,1,0,1,0,1,2,2,0
hsa-miR-4709-5p11,0,1,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0
hsa-miR-471015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4711-3p17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4711-5p16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4712-3p19,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0
hsa-miR-4712-5p18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4713-3p21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4713-5p20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4714-3p23,1,1,1,0,0,1,4,4,0,5,0,1,1,0,0,3,2,0
hsa-miR-4714-5p22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-4715-3p25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4715-5p24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4716-3p27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4716-5p26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4717-3p30,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
hsa-miR-4717-5p29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-471831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-471932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4720-3p34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4720-5p33,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-472135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4722-3p37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4722-5p36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4723-3p39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4723-5p38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4724-3p42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4724-5p41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4725-3p44,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-4725-5p43,1,0,0,1,1,0,2,1,0,3,0,0,2,0,0,1,0,0
hsa-miR-4726-3p46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4726-5p45,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
hsa-miR-4727-3p48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4727-5p47,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-4728-3p50,1,0,0,0,0,6,0,0,0,5,0,3,1,0,0,1,1,0
hsa-miR-4728-5p49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-472951,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
hsa-miR-473052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4731-3p54,2,0,3,0,0,8,3,0,2,10,0,1,1,0,0,0,0,0
hsa-miR-4731-5p53,1,0,1,2,0,3,3,0,0,4,0,1,0,0,0,0,0,1
hsa-miR-4732-3p56,53,30,26,2,20,100,206,117,3,296,1,15,1,0,0,48,73,21
hsa-miR-4732-5p55,1,3,5,0,1,19,19,6,2,57,0,2,0,0,0,11,5,2
hsa-miR-4733-3p58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4733-5p57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-473459,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3
hsa-miR-4735-3p61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4735-5p60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-473662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-473763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4738-3p67,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
hsa-miR-4738-5p66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
